variable_name,data_group,variable1,variable1_definition,variable2,variable2_definition,code1,code1_definition,code2,code2_definition
EDUC_HH_0,ACS Household,EDUC_HH,"EDUC_HH is a household variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed.",,,0,N/A or no schooling,,
EDUC_HH_1,ACS Household,EDUC_HH,"EDUC_HH is a household variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed.",,,1,Nursery school to grade 4,,
EDUC_HH_10,ACS Household,EDUC_HH,"EDUC_HH is a household variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed.",,,10,4 years of college,,
EDUC_HH_11,ACS Household,EDUC_HH,"EDUC_HH is a household variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed.",,,11,5+ years of college,,
EDUC_HH_2,ACS Household,EDUC_HH,"EDUC_HH is a household variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed.",,,2,"Grade 5, 6, 7, or 8",,
EDUC_HH_3,ACS Household,EDUC_HH,"EDUC_HH is a household variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed.",,,3,Grade 9,,
EDUC_HH_4,ACS Household,EDUC_HH,"EDUC_HH is a household variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed.",,,4,Grade 10,,
EDUC_HH_5,ACS Household,EDUC_HH,"EDUC_HH is a household variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed.",,,5,Grade 11,,
EDUC_HH_6,ACS Household,EDUC_HH,"EDUC_HH is a household variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed.",,,6,Grade 12,,
EDUC_HH_7,ACS Household,EDUC_HH,"EDUC_HH is a household variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed.",,,7,1 year of college,,
EDUC_HH_8,ACS Household,EDUC_HH,"EDUC_HH is a household variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed.",,,8,2 years of college,,
EMPSTAT_HH_0,ACS Household,EMPSTAT_HH,"EMPSTAT_HH is a household variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",,,0,N/A,,
EMPSTAT_HH_1,ACS Household,EMPSTAT_HH,"EMPSTAT_HH is a household variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",,,1,Employed,,
EMPSTAT_HH_2,ACS Household,EMPSTAT_HH,"EMPSTAT_HH is a household variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",,,2,Unemployed,,
EMPSTAT_HH_3,ACS Household,EMPSTAT_HH,"EMPSTAT_HH is a household variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",,,3,Not in labor force,,
MULTGEN_1,ACS Household,MULTGEN,MULTGEN reports the number of distinct generations contained in each household.,,,1,1 generation,,
MULTGEN_2,ACS Household,MULTGEN,MULTGEN reports the number of distinct generations contained in each household.,,,2,2 generations,,
MULTGEN_3,ACS Household,MULTGEN,MULTGEN reports the number of distinct generations contained in each household.,,,3,3+ generations,,
NCHILD_0,ACS Household,NCHILD,"NCHILD reports the number of children residing with each individual, including stepchildren, adopted children, and biological children.",,,0,0 children present,,
NCHILD_1,ACS Household,NCHILD,"NCHILD reports the number of children residing with each individual, including stepchildren, adopted children, and biological children.",,,1,1 child present,,
NCHILD_2,ACS Household,NCHILD,"NCHILD reports the number of children residing with each individual, including stepchildren, adopted children, and biological children.",,,2,2 children present,,
NCHILD_3,ACS Household,NCHILD,"NCHILD reports the number of children residing with each individual, including stepchildren, adopted children, and biological children.",,,3,3 children present,,
NCHILD_4,ACS Household,NCHILD,"NCHILD reports the number of children residing with each individual, including stepchildren, adopted children, and biological children.",,,4,4 children present,,
NCHILD_5,ACS Household,NCHILD,"NCHILD reports the number of children residing with each individual, including stepchildren, adopted children, and biological children.",,,5,5 children present,,
NCHILD_6,ACS Household,NCHILD,"NCHILD reports the number of children residing with each individual, including stepchildren, adopted children, and biological children.",,,6,6 children present,,
NCHILD_7,ACS Household,NCHILD,"NCHILD reports the number of children residing with each individual, including stepchildren, adopted children, and biological children.",,,7,7 children present,,
NCHILD_8,ACS Household,NCHILD,"NCHILD reports the number of children residing with each individual, including stepchildren, adopted children, and biological children.",,,8,8 children present,,
NCHILD_9,ACS Household,NCHILD,"NCHILD reports the number of children residing with each individual, including stepchildren, adopted children, and biological children.",,,9,9+ children present,,
NCHLT5_0,ACS Household,NCHLT5,"NCHLT5 reports the number of children under the age of 5 residing with each individual including step-children, adopted children, and biological children.",,,0,No children under age 5,,
NCHLT5_1,ACS Household,NCHLT5,"NCHLT5 reports the number of children under the age of 5 residing with each individual including step-children, adopted children, and biological children.",,,1,1 child under age 5,,
NCHLT5_2,ACS Household,NCHLT5,"NCHLT5 reports the number of children under the age of 5 residing with each individual including step-children, adopted children, and biological children.",,,2,2 children under age 5,,
NCHLT5_3,ACS Household,NCHLT5,"NCHLT5 reports the number of children under the age of 5 residing with each individual including step-children, adopted children, and biological children.",,,3,3 children under age 5,,
NCHLT5_4,ACS Household,NCHLT5,"NCHLT5 reports the number of children under the age of 5 residing with each individual including step-children, adopted children, and biological children.",,,4,4 children under age 5,,
NCHLT5_5,ACS Household,NCHLT5,"NCHLT5 reports the number of children under the age of 5 residing with each individual including step-children, adopted children, and biological children.",,,5,5 children under age 5,,
NCHLT5_6,ACS Household,NCHLT5,"NCHLT5 reports the number of children under the age of 5 residing with each individual including step-children, adopted children, and biological children.",,,6,6 children under age 5,,
NCHLT5_7,ACS Household,NCHLT5,"NCHLT5 reports the number of children under the age of 5 residing with each individual including step-children, adopted children, and biological children.",,,7,7 children under age 5,,
NCHLT5_8,ACS Household,NCHLT5,"NCHLT5 reports the number of children under the age of 5 residing with each individual including step-children, adopted children, and biological children.",,,8,8 children under age 5,,
NCHLT5_9,ACS Household,NCHLT5,"NCHLT5 reports the number of children under the age of 5 residing with each individual including step-children, adopted children, and biological children.",,,9,9+ children under age 5,,
NCOUPLES1_1,ACS Household,NCOUPLES1,NCOUPLES1 reports the number of married couples in each household.,,,1,1 couple,,
NCOUPLES1_2,ACS Household,NCOUPLES1,NCOUPLES1 reports the number of married couples in each household.,,,2,2 couples,,
NCOUPLES1_3_High,ACS Household,NCOUPLES1,NCOUPLES1 reports the number of married couples in each household.,,,3_High,3 or ore couples,,
NCOUPLES1_Low_0,ACS Household,NCOUPLES1,NCOUPLES1 reports the number of married couples in each household.,,,Low_0,0 couples or N/A,,
NFAMS1_2,ACS Household,NFAMS1,"NFAMS1 reports the number of families in each household. Categories reformatted to include 1 family and less, 2 families, 3 families, and 4+ families.",,,2,2 families,,
NFAMS1_3,ACS Household,NFAMS1,"NFAMS1 reports the number of families in each household. Categories reformatted to include 1 family and less, 2 families, 3 families, and 4+ families.",,,3,3 families,,
NFAMS1_4_High,ACS Household,NFAMS1,"NFAMS1 reports the number of families in each household. Categories reformatted to include 1 family and less, 2 families, 3 families, and 4+ families.",,,4_High,4 or more families,,
NFAMS1_Low_1,ACS Household,NFAMS1,"NFAMS1 reports the number of families in each household. Categories reformatted to include 1 family and less, 2 families, 3 families, and 4+ families.",,,Low_1,1 family or N/A,,
NSUBFAM1_2_High,ACS Household,NSUBFAM1,NSUBFAM1 reports the number of subfamilies within a housing unit.,,,2_High,2 or more subfamilies,,
NSUBFAM1_Low_1,ACS Household,NSUBFAM1,NSUBFAM1 reports the number of subfamilies within a housing unit.,,,Low_1,No subfamilies or 1 subfamily,,
OWNERSHP_1,ACS Household,OWNERSHP,OWNERSHP indicates whether the housing unit was rented or owned.,,,1,Owned or being bought (loan),,
OWNERSHP_2,ACS Household,OWNERSHP,OWNERSHP indicates whether the housing unit was rented or owned.,,,2,Rented,,
RACE1_HH_B,ACS Household,RACE1_HH,RACE is a household variable for race.,,,B,Non-Hispanic Black,,
RACE1_HH_H,ACS Household,RACE1_HH,RACE is a household variable for race.,,,H,Hispanic,,
RACE1_HH_O,ACS Household,RACE1_HH,RACE is a household variable for race.,,,O,Other,,
RACE1_HH_W,ACS Household,RACE1_HH,RACE is a household variable for race.,,,W,Non-Hispanic White,,
SEX_HH_1,ACS Household,SEX_HH,SEX_HH is a household variable which reports whether the respondent is male or female.,,,1,Male,,
SEX_HH_2,ACS Household,SEX_HH,SEX_HH is a household variable which reports whether the respondent is male or female.,,,2,Female,,
FAMSIZE_Mean,ACS Household,FAMSIZE,"FAMDIZE reports the number of own family members in household; includes the respondent, but not any others living in the household who are not related to them by blood, marriage, or adoption.",,,Mean,Mean,,
FAMSIZE_P1,ACS Household,FAMSIZE,"FAMDIZE reports the number of own family members in household; includes the respondent, but not any others living in the household who are not related to them by blood, marriage, or adoption.",,,P1,P1,,
FAMSIZE_P10,ACS Household,FAMSIZE,"FAMDIZE reports the number of own family members in household; includes the respondent, but not any others living in the household who are not related to them by blood, marriage, or adoption.",,,P10,P10,,
FAMSIZE_P25,ACS Household,FAMSIZE,"FAMDIZE reports the number of own family members in household; includes the respondent, but not any others living in the household who are not related to them by blood, marriage, or adoption.",,,P25,P25,,
FAMSIZE_P50,ACS Household,FAMSIZE,"FAMDIZE reports the number of own family members in household; includes the respondent, but not any others living in the household who are not related to them by blood, marriage, or adoption.",,,P50,P50,,
FAMSIZE_P75,ACS Household,FAMSIZE,"FAMDIZE reports the number of own family members in household; includes the respondent, but not any others living in the household who are not related to them by blood, marriage, or adoption.",,,P75,P75,,
FAMSIZE_P90,ACS Household,FAMSIZE,"FAMDIZE reports the number of own family members in household; includes the respondent, but not any others living in the household who are not related to them by blood, marriage, or adoption.",,,P90,P90,,
